group,original,renamed,object,description,credit,source,contact,permissions,recieved?,passQC?,ready?,revision?,notes
aaa,mia_6000030.tif ,mia_6000030.tif ,2011.52,"Artist Unknown (Osage)
Friendship Blanket
c. 1900
Wool, beads, silk ribbon
62 5/8 x 68 in. (159.07 x 172.72 cm)
The George Family Acquisition Fund for Native American Art 2011.52 ",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
aaa,1924_Indian_Citizenship_Act.jpg,2014_TDX_MIAArtStories_231.tif,2011.52,U.S. President Calvin Coolidge with four Osage Indians after Coolidge signed the bill granting Indians full citizenship.,,http://en.wikipedia.org/wiki/File:1924_Indian_Citizenship_Act.jpg ,,Wikimedia Commons,Yes,Yes,Yes,
aaa,549508_web_editedOsage-Map.jpg,2014_TDX_MIAArtStories_250.tif,2011.52,Osage Ancestral Territory map.,,"http://pawhuskajournalcapital.com/sites/pawhuskajournalcapital.com/files/article/549508_web_editedOsage-Map.jpg
",Osage Nation Tribal Museum 918-287-5441,Requested,Yes,Yes,Yes,
aaa,Map_of_Traditional_Osage_Tribal_Lands_by_Late_17th_Century.jpg,2014_TDX_MIAArtStories_240.tif,2011.52,Map of Traditional Osage Tribal Lands by late 17th century.,,http://upload.wikimedia.org/wikipedia/commons/a/ae/Map_of_Traditional_Osage_Tribal_Lands_by_Late_17th_Century.jpg ,,Wikimedia Commons,Yes,Yes,Yes,
aaa,Little_osages.jpg,2014_TDX_MIAArtStories_239.tif,2011.52,"Charles B.J. de Saint-Memin
An Osage Warrior, c. 1807
",Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Little_osages.jpg ,,Wikimedia Commons,Yes,Yes,Yes,
aaa,mia_6002382.tif,mia_6002382.tif,2012.27,"Artist Unknown (Innu / Naskapi)
Hunting Coat
18th century
Caribou hide, pigment
39 1/4 x 59 in. (99.7 x 149.86 cm)
The Robert J. Ulrich Works of Art Purchase Fund 2012.27",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
aaa,mia_6002387.tif,mia_6002387.tif,2012.27,"Artist Unknown (Innu / Naskapi)
Hunting Coat
18th century
Caribou hide, pigment
39 1/4 x 59 in. (99.7 x 149.86 cm)
The Robert J. Ulrich Works of Art Purchase Fund 2012.27",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
aaa,mia_6003312.tif,mia_6003312.tif,2012.27,"Artist Unknown (Innu / Naskapi)
Hunting Coat
18th century
Caribou hide, pigment
39 1/4 x 59 in. (99.7 x 149.86 cm)
The Robert J. Ulrich Works of Art Purchase Fund 2012.27",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
aaa,mia_6002370.tif,mia_6002370.tif,2012.27,"Artist Unknown (Innu / Naskapi)
Hunting Coat
18th century
Caribou hide, pigment
aaa,tumbaga-corrodes.jpg,2014_TDX_MIAArtStories_254.tif,"43.4.1, 43.4.2",Diagram of tumbaga.,Courtesy of Penn Museum,http://www.penn.museum/sites/expedition/files/1999/07/tumbaga-corrodes.jpg ,,Granted,Yes,Yes,Yes,
aaa,"Brooklyn_Museum_-_Atahualpa,_Fourteenth_Inca,_1_of_14_Portraits_of_Inca_Kings_-_overall.jpg",2014_TDX_MIAArtStories_233.tif,"43.4.1, 43.4.2","The last Inca king, Atahualpa.",Brooklyn Museum,"http://en.wikipedia.org/wiki/Atahualpa#mediaviewer/File:Brooklyn_Museum_-_Atahualpa,_Fourteenth_Inca,_1_of_14_Portraits_of_Inca_Kings_-_overall.jpg ",,Wikimedia Commons,Yes,Yes,Yes,
aaa,mia_7902b.tif,mia_7902b.tif,"43.4.1, 43.4.2","Vessel 
1300-1550
Artist Unknown (Inka)
Peru, South America
Wood, pigment
7 9/16 x 4 7/16 in. (19.21 x 11.27 cm)",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
aaa,NEED IMAGE,NEED IMAGE,"43.4.1, 43.4.2","Fan
c. 1000
Artist Unknown
Peru, South America
Feathers, plant fibers, thread
10 3/4 x 8 3/4 x 3/8 in. (27.3 x 22.2 x 1 cm) (approximately)",,,,,No,No,No,
aaa,mia_2009855.tif,mia_2009855.tif,83.168,"Equestrian Figure
about 1450
Artist Unknown
Mali, Africa
Wood
28 1/4 x 6 3/4 x 10 1/4 in. (71.8 x 17.1 x 26cm) (overall)
3 x 6 x 7 1/2 in. (7.6 x 15.2 x 19.1cm) (base)",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
aaa,mia_2009840.tif,mia_2009840.tif,83.168,"Equestrian Figure
about 1450
Artist Unknown
Mali, Africa
Wood
28 1/4 x 6 3/4 x 10 1/4 in. (71.8 x 17.1 x 26cm) (overall)
3 x 6 x 7 1/2 in. (7.6 x 15.2 x 19.1cm) (base)",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
aaa,erez.jpg,2014_TDX_MIAArtStories_251.tif,83.168,"Djene, Mali, Horse and Rider
Photo by Jamison Miller © Nelson-Atkins Museum",Photo by Jamison Miller © Nelson-Atkins Museum,http://www.nelson-atkins.org/collections/iscroll-objectview.cfm?id=27924 ,,Granted,Yes,Yes,Yes,
aaa,DP102141.jpg,2014_TDX_MIAArtStories_236.tif,83.168,"Necklace
Copper alloy (cast), cotton cord
Length (necklace) 15 inches
Gift of Drs. John and Nicole Dintenfass, 1998, 1998.480.6
",Metropolitan Museum of Art,http://www.metmuseum.org/collection/the-collection-online/search/317909?rpp=30&pg=1&rndkey=20141124&ft=*&deptids=5&what=Copper|Necklaces&pos=1,,OASC,Yes,Yes,Yes,"Date: 14th century (?)
Geography: Mali, Inland Niger Delta region
Culture: Djenné peoples
Medium: Copper alloy (cast), cotton cord
Dimensions: Length (necklace) 15 inches
Classification: Metal-Ornaments
Credit Line: Gift of Drs. John and Nicole Dintenfass, 1998
Accession Number: 1998.480.6"
aaa,Berber_warriors_show.jpeg,2014_TDX_MIAArtStories_232.tif,83.168,Berber Warriors Show.,© 2006 Notwist,http://commons.wikimedia.org/wiki/Barb_Horse#mediaviewer/File:Berber_warriors_show.JPG ,,Attribution 3.0 Wikimedia Commons,Yes,Yes,Yes,
aaa,eepa_16633.jpg,2014_TDX_MIAArtStories_238.tif,83.168,"Eliot Elisofon, Veranda posts installed in the courtyard of the Palace, Effon-Alaiye, Nigeria, 1970.","Eliot Elisofon Photographic Archives, National Museum of African Art",http://siris-archives.si.edu/ipac20/ipac.jsp?session=141CB8K242098.2300&menu=search&aspect=subtab157&npp=50&ipp=20&spp=20&profile=all&ri=&term=eepa_16633&index=.GW&x=12&y=3&aspect=subtab157&term=&index=.AW&term=&index=.SW&term=&index=.TW&term=&index=.FW,,Requested,Yes,Yes,Yes,
aaa,Combined_Mali_goldtrade_FINAL.png,2014_TDX_MIAArtStories_425.tif,83.168,Map of African Kingdoms.,© 2014 Minneapolis Institute of Arts,http://new.artsmia.org/creativeconnections/equestrian-figure/ ,,,Yes,Yes,Yes,
aaa,h2_gold_1.jpg,2014_TDX_MIAArtStories_252.tif,83.168,"Mansa Musa holding a lump of gold, as illustrated on a Spanish map from 1375.
Image courtesy of the British Library. The original is held by the Bibliothèque Nationale, Paris","Image courtesy of the British Library. The original is held by the Bibliothèque Nationale, Paris",http://www.metmuseum.org/toah/hd/mali/hd_mali.htm,,Requested,Yes,Yes,Yes,
aaa,Horses-Durbar400.jpg,2014_TDX_MIAArtStories_253.tif,83.168,Men riding horses at the Durbar festival.,Naijalog,http://naijalog.com/kano-cancels-700-year-old-durbar-celebration-due-to-boko-haram/,,Requested more info on where to request permission,Yes,Yes,Yes,
aaa,150127_mia348_5043759.tif,150127_mia348_5043759.tif,83.168,Letter in the curatorial file.,,Scan of letter,,,Yes,Yes,Yes,
aaa,150127_mia348_5043760.tif,150127_mia348_5043760.tif,83.168,Letter in the curatorial file.,,Scan of letter,,,Yes,Yes,Yes,
aaa,Pending,Pending,83.168,"CAT Scan of Equestrian Figure, 2012.",Dr. Marc Ghysels,CAT Scan Image,,,Yes,No,No,
aaa
asian,2000_377,2014_TDX_MIAArtStories_063.tif,29.2,"Artist unknown (Indian)
Shiva Nataraja, 11th century
Bronze
35 x 28 x 10 in.
Dallas Museum of Art, gift of Mrs. Eugene McDermott, the Hamon Charitable Foundation, and an anonymous donor in honor of David T. Owsley, with additional funding from The Cecil and Ida Green Foundation and the Cecil and Ida Green Acquisition Fund, 2000.377",,http://museum.dma.org:9090/emuseum/view/objects/asitem/2038/54/title-desc?t:state:flow=2fcca545-3705-49a8-8245-eefbd4f1a17b,Giselle Castro-Brightenburg <GCastro-Brightenburg@dma.org>,,Yes,Yes,Yes,"Shiva Nataraja, public domain, indefinite use.(They also sent detail supplemental images)",,,
asian,Alfred_Ford_(Ambarisha_Das)_puja_ISKCON_Tirupati_2007,2014_TDX_MIAArtStories_075.tif,29.2,"Alfred Ford (Ambarisha Das) making puja for Radha Krishna and eight gopis in ISKCON Tirupati temple, 2007
Photo",Ilya Mauter / Wikimedia Commons,http://commons.wikimedia.org/wiki/Category:Puja#mediaviewer/File:Alfred_Ford_%28Ambarisha_Das%29_puja_ISKCON_Tirupati_2007.JPG,,,Yes,Yes,Yes,Shiva Nataraja (Puja),,,
asian,ApR black background 12.12.13,2014_TDX_MIAArtStories_076.tif,29.2,"Ragamala Dance, 2013
Photo",Aparna Ramaswamy / Ragamala Dance,Ragamala Dance,,,Yes,Yes,Yes,Shiva Nataraja,,,
asian,Chidambaram_festival,2014_TDX_MIAArtStories_078.tif,29.2,"Temple festival in Chidambaram, Tamil Nadu, India, 2008
Photo",Melanie Molitor / Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Chidambaram_festival.jpg,,,Yes,Yes,Yes,Shiva Nataraja (Portable gods Temple Car:),,,
asian,Datura_stramonium_white_flower,2014_TDX_MIAArtStories_079.tif,29.2,"Datura stramonium, Mad Apple, or Moonflower, flower. Invasive in Portugal, 2004
Photo",Júlio Reis / Wikimedia Commons,,,,Yes,Yes,Yes,Shiva Datura flower: ,,,
asian,Gangaikondacholapuram_natarajar,2014_TDX_MIAArtStories_081.tif,29.2,"Chola period Nataraja on Brihadisvara Temple, 2008
Photo",Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Gangaikondacholapuram_natarajar.JPG,,,Yes,Yes,Yes,Shiva Nataraja (chola period Nataraja on Temple),,,
asian,Kasdorf bronze big,2014_TDX_MIAArtStories_084.tif,29.2,Wax casting.,Katherine Kasdorf,Katherine Kasdorf,,,Yes,Yes,Yes,Shiva Nataraja (wax casting),,,
asian,MRBZ0783,2014_TDX_MIAArtStories_085.tif,29.2,"Ashwini Ramaswamy
Ragamala Dance, 2013
Photo",Tim Rummelhoff / Ragamala Dance,Ragamala Dance,,,Yes,Yes,Yes,Shiva Nataraja,,,
asian,Ringworm_Cassia_(Senna_alata),2014_TDX_MIAArtStories_091.tif,29.2,"Senna alata (Cassia plant), 2014
Photo",Mokkie / Wikimedia Commons,,,,Yes,Yes,Yes,Shiva Cassia Leaves:,,,
asian,Sadu_Kathmandu_Pashupatinath_2006_Luca_Galuzzi,2014_TDX_MIAArtStories_093.tif,29.2,"Luca Galuzzi (Italian)
Two Sadhus, or Hindu Holy Men, near Pashupatinath temple in Kathmandu, Nepal, 2006
Photo
Luca Galuzzi - www.galuzzi.it",Wikimedia Commons,Hindu dreadlocks: http://commons.wikimedia.org/wiki/File:Sadu_Kathmandu_Pashupatinath_2006_Luca_Galuzzi.jpg,,,Yes,Yes,Yes,Shiva Nataraja (Holy Hair),,,
asian,Sculpture_of_a_multi-hooded_Naga_at_museum_in_Kedareshvara_temple_in_Balligavi,2014_TDX_MIAArtStories_094.tif,29.2,"Hooded Naga at Kedareshvara Temple in Balligavi, 2012 
Photo",Pawaskar Vinayak / Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Sculpture_of_a_multi-hooded_Naga_at_museum_in_Kedareshvara_temple_in_Balligavi.jpg,,,Yes,Yes,Yes,Shiva Nataraja (Naga Sculpture),,,
asian,mia_2008382.tif,N/A,29.2,"Shiva Nataraja (Lord of the Dance) 11th or early 12th century, ca. 1100 Bronze 28 in. Origin: Tamil Nadu, India, Asia Gift of Mrs. E. C. Gale; 29.2",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,Shiva Nataraja,,,
asian,6843495024_68f2c126df_o,2014_TDX_MIAArtStories_176.tif,29.2,"A trio of stone icons with snake iconography decorated with red sacred powder (kumkum) and jasmine flowers.Tiruvannamalai, Tamil Nadu, India, 2012
Photo",Zhenya Bakanova & Alex Grabchilev / Flickr,https://www.flickr.com/photos/tse_tse/6843495024/sizes/l,https://www.flickr.com/photos/tse_tse/6843495024/sizes/l,,Yes,Yes,Yes,"Shiva Nataraja-snake -Roma emailed request via Flickr 9/16/2014, again 10/8/2014, Roma received permission to use photograph, however no image file yet.",,,
asian,mia_6007449.tif,N/A,60.21,"Yogini with a Jar early 10th century Artist Unknown (India, Asia) Igneous rock 45 x 28 1/2 x 15 1/2 in. The Christina N. and Swan J. Turnblad Memorial Fund 60.21",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,"Yogini, Author: Risha",,,
asian,2861.jpg,2014_TDX_MIAArtStories_072.tif,60.21,"Bulaki (Indian)
The chakras of the subtle body, page 4 from a manuscript of the Siddha Siddhanta Paddhati, 1824
Opaque watercolor and gold on paper
Courtesy of the Mehrangarh Museum Trust, RJS 2376",,http://blog.asianart.org/blog/index.php/2014/02/21/yoga-the-art-of-transformation/,"
Sunayana Rathore <sunayanarathore@yahoo.co.in>",,Yes,Yes,Yes,"Yogini; Paige sent email permissions request to reprorights@si.edu on 9/8/2014; 
message forwarded to Karni Jasol, the director of the Mehrangarh Museum 
Trust by Betsy Kohut on 9/9/2014; Paige sent follow-up email to karni.jasol@gmail.com on 9/18/2014 requesting permissions for both images apart of Yoga: Art of Transformation exhibition",,,
asian,Chausath_Yogini_temple_(Hirapur),2014_TDX_MIAArtStories_077.tif,60.21,"Chausath Yogini temple (Hirapur), 2012
Photo
This is a photo of ASI monument number N-OR-61",Krishnan Iyer / Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Chausath_Yogini_temple_%28Hirapur%29.jpg,,,Yes,Yes,Yes,yogini temple in hirapur-architectural context,,,
asian,Yoginis_in_a_circular_format,2014_TDX_MIAArtStories_097.tif,60.21,"Chausath Yogini temple known as Mahamaya temple
Photo
This is a photo of ASI monument number N-OR-61",Soumendra Barik / Wikimedia Commons,http://en.wikipedia.org/wiki/Yogini#mediaviewer/File:Yoginis_in_a_circular_format.JPG,,,Yes,Yes,Yes,"yogini temple in hirapur- Interior, http://commons.wikimedia.org/wiki/File:Yoginis_in_a_circular_format.JPG ",,,
asian,mia_1015598.tif,N/A,60.21,"Shiva and Parvati are lavishly adorned with jewelry in this Vijayanagara period bronze.  Somaskanda, Tamil Nadu, India, 14th or 15th century, The John R. Van Derlip Fund, 2009.12.2a-c",,,,,Yes,Yes,Yes,Yogini,,,
asian,SAMA_Yogini,2014_TDX_MIAArtStories_183.tif,60.21,"Artist unknown (Indian)
Yogini, 10th-11th century
Buff sandstone
h. 34 in.; w. 17 1/4 in.; d. 9 3/4 in.
Purchased with the John and Karen McFarlin Fund and the Asian Art Challenge Fund, 90.92",Zereshk (own work) / Wikimedia Commons,http://commons.wikimedia.org/wiki/File:SAMA_Yogini.jpg,,,Yes,Yes,Yes,Yogini- tools for rule,,,
asian,_MG_8926,2014_TDX_MIAArtStories_175.tif,60.21,"Installation view of ""YOGA: The Art of Transformation,"" 2014
Asian Art Museum, San Francisco
Photo"," © Asian Art Museum, San Francisco.",,E-MAIL:  jbloom@asianart.org,,Yes,Yes,Yes,Yogini exhibition image,,,
asian,Freer yogini group,2014_TDX_MIAArtStories_179.tif,60.21,"Detroit Institute of Art courier, Risha Lee, Debra Diamond organizing curator, Freer Sackler.",Risha Lee,Risha Lee,,,Yes,Yes,Yes,Yogini exhibition image,,,
asian,14135970_312707fe60_o,2014_TDX_MIAArtStories_073.tif,97.36,"Assam, India: Bride, 2004
Photo",Steve Evans / Flickr,http://commons.wikimedia.org/wiki/File:Bride_in_Assam.jpg,,,Yes,Yes,Yes,Gowri Shankaram Necklace (Bengali Bride),,,
asian,5051687953_9cf7ebe2c7_o,2014_TDX_MIAArtStories_074.tif,97.36,"RURO photography
Tribal fantasy in Gujarat, 2009
Photo",RUDI ROELS – BELGIUM / Flickr,https://www.flickr.com/photos/rudiroels/5051687953/in/set-72157613350768086,Roma emailed via flickr & LinkedIn 9/8/2014,,Yes,Yes,Yes,Gowri Shankaram Necklace (young unmarried girl),,,
asian,Groupofrudraksha,2014_TDX_MIAArtStories_082.tif,97.36,"A group of five muki rudraksha, 2009
Photo
",Krishnaprasadkkp / Wikimedia Commons,http://commons.wikimedia.org/wiki/Category:Rudraksha#mediaviewer/File:Groupofrudraksha.jpg,,,Yes,Yes,Yes,Gowri Shankaram Necklace (berries),,,
asian,Hindu_wedding_symbols,2014_TDX_MIAArtStories_083.tif,97.36,"Hindu wedding symbols, 2007
Photo
",Kumar Appaiah / Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Hindu_wedding_symbols.jpg,,,Yes,Yes,Yes,Gowri Shankaram Necklace- thali,,,
asian,Natarajartemple1,2014_TDX_MIAArtStories_086.tif,97.36,"A view of Sri Natarajar Temple of Chidambaram, 2008
Photo
",M.Lakshmanan / Wikimedia Commons,http://commons.wikimedia.org/wiki/Category:Gopurams_of_Nataraja_temple#mediaviewer/File:Natarajartemple1.jpg,,,Yes,Yes,Yes,Gowri Shankaram Necklace-Gopuram,,,
asian,Nymph_of_Sanchi,2014_TDX_MIAArtStories_087.tif,97.36,"""Yakshi,"" bracket on the torana of the east gate, Sanchi Stupa 1 (Great Stupa), 1st century BC- 1st century AC
This is a photo of ASI monument number N-MP-220
",Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Nymph_of_Sanchi.JPG,,,Yes,Yes,Yes,Gowri Shankaram Necklace (Sanchi Yakshi),,,
asian,Pambadam_Tamil_Women,2014_TDX_MIAArtStories_088.tif,97.36,"Pambadam on a Tamil woman, 2011
Photo
",Thamizhpparithi Maari / Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Pambadam_Tamil_Women.jpg,,,Yes,Yes,Yes,Gowri Shankaram Necklace,,,
asian,"Sri_chenna_keshava_swamy,Ganigarapet,Bangalore",2014_TDX_MIAArtStories_095.tif,97.36,Dressed statues in Bangalore.,ASGB (own work) / Wikimedia Commons,"http://commons.wikimedia.org/wiki/Category:Statues_of_Hindu_deities#mediaviewer/File:Sri_chenna_keshava_swamy,Ganigarapet,Bangalore.jpg",,,Yes,Yes,Yes,Gowri Shankaram Necklace,,,
asian,"Tribe_woman,_India",2014_TDX_MIAArtStories_096.tif,97.36,Gujarati women wearing jewelry.,"Chris (Flickr: Tribe woman, India) / Wikimedia Commons","http://commons.wikimedia.org/wiki/File:Tribe_woman,_India.jpg",,,Yes,Yes,Yes,Gowri Shankaram Necklace (Gujarati women wearing jewelry),,,
asian,mia_SlideScan_001258.jpg,N/A,97.36,"Pambadam Earrings Pambadam Earrings 19th-20th century Gold 2 1/4 x 2 x 2 1/8 in.Origin: Madurai, Tamil Nadu, India, India, Asia The Ethel Morrison Van Derlip Fund, 92.132.2a,b",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,"Gowri Shankaram Necklace

Needs new photography -Jlynn              Roma submitted photography request and this should have already been completed, no? RR 1/22/15",,,
asian,mia_29720a.tif,N/A,97.36,"Lintel Arch From a Vishnu Temple 12th century Artist Unknown (India, Asia) Grey limestone 14 x 35 1/2 x 5 in.  Gift of Mr. and Mrs. Charles A. Cleveland 96.54.2",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,,,,
asian,mia_1003925.tif,N/A,97.36,"Sculpture Shiva’s Family (Uma-Maheshvara) Unknown 10th-11th century, c. 1000 Buff sandstone 59 x 32 3/4 x 13 1/2 in. Origin: Madhya Pradesh, India, Asia The John R. Van Derlip Fund 97.36 ",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,"Gowri Shankaram Necklace

Use mia_1003925.tif -Jlynn",,,
asian,150VIEWA.TIF,2014_TDX_MIAArtStories_417.tif,97.36,"Golden sandals crafted for a diety, Collection of Susan L. Beningson.",Collection of Susan L. Beningson,"Gold Sandals:  Aitken, 62  When Gold Blossoms catalogue, Asia Society. cat #19","Roma sent email permissions request to Asia Society 8/26/2014, follow up email 10/2/2014, called and spoke to Liza Hook permissions officer. They don't own copyright but she will investigate who does and get back to Roma, Susan Beningson owner of sandals preliminary OK, waiting to hear 10/18, follow up email to Susan 11/18",,Yes,Yes,Yes,Gowri Shankaram Necklace (Sandals)                   V:\CURATORIAL\TEMP TDX Image folder,,,
asian,mia_6007442.tif,N/A,97.36,"Detail of kirtimukha armband on yogini. Yogini holding a jar early 10th century Granite 45 x 28 1/2 x 15 1/2 in. Origin: Kanchipuram, Tamil Nadu, India, India, Asia The Christina N. and Swan J. Turnblad Memorial Fund
60.21",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,"Gowri Shankaram Necklace

File ok, use WordPress to zoom on detial -Jlynn",,,
asian,Kirtimukha.Nepal1.JPG,2014_TDX_MIAArtStories_180.tif,97.36,Kirtimukha on top of arch above entrance to Hindu temple in Kathmandu.,Clemensmarabu (Own work) / Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Kirtimukha.Nepal1.JPG,,,Yes,Yes,Yes,Gowri Shankaram Necklace-Kirtimukha,,,
asian,Linteau_Musée_Guimet_25974.jpg,2014_TDX_MIAArtStories_181.tif,97.36,Linteau.,Vassil (Own work) / Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Linteau_Mus%C3%A9e_Guimet_25974.jpg,,,Yes,Yes,Yes,Gowri Shankaram Necklace-Kirtimukha,,,
